"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [µM]","1A: O2 flux per mass [pmol/(s*mg)]","1B: O2 concentration [µM]","1B: O2 flux per mass [pmol/(s*mg)]","1A: Amp [µM]","1A: Amp flux per mass [pmol/(s*mg)]","1B: Amp [nM]","1B: Amp flux per mass [fmol/(s*mg)]"
171.83,"","","",106.5257,66.7374,162.5338,122.7473,1929.8003,-192.2693,1389.6431,96.9564
171.87,"","","",106.4443,66.7374,162.4258,122.4297,1930.5608,-183.6602,1390.1625,96.9564
171.90,"","","",106.3657,66.5565,162.3226,122.2709,1930.1447,-177.9208,1390.6473,103.8819
171.93,"","","",106.2951,66.5565,162.2106,122.1121,1928.4659,-180.7905,1390.6473,103.8819
171.97,"","","",106.2373,66.7374,162.0344,121.9533,1929.5851,-175.0512,1391.4091,110.8073
172.00,"","","",106.1758,66.9183,161.8653,122.1121,1927.0884,-180.7905,1391.2706,117.7328
172.03,"","","",106.1043,67.0991,161.7406,122.1121,1928.9107,-180.7905,1391.1321,117.7328
172.07,"","","",106.0356,67.0991,161.6533,122.1121,1928.4372,-180.7905,1390.5434,117.7328
172.10,"","","",105.9777,67.0991,161.5588,121.9533,1927.8059,-183.6602,1390.7512,110.8073
172.13,"","","",105.9207,66.9183,161.4143,121.9533,1928.5950,-186.5299,1390.8897,110.8073
172.17,"","","",105.8457,66.7374,161.3158,121.7945,1928.7672,-192.2693,1390.3356,110.8073
172.20,"","","",105.7661,66.7374,161.2325,121.1594,1927.6480,-192.2693,1389.0891,96.9564
172.23,"","","",105.6920,66.5565,161.0769,120.6830,1929.1546,-186.5299,1389.7816,96.9564
172.27,"","","",105.6241,66.7374,160.9609,120.3654,1926.4141,-192.2693,1389.5046,90.0310
172.30,"","","",105.5617,66.5565,160.8363,120.0478,1927.8633,-186.5299,1389.9894,83.1055
172.33,"","","",105.4840,66.7374,160.6910,119.8890,1926.6723,-189.3996,1391.5476,90.0310
172.37,"","","",105.3890,66.9183,160.5806,119.7302,1926.1127,-198.0087,1390.6819,90.0310
172.40,"","","",105.3854,66.9183,160.5290,119.5714,1930.0586,-183.6602,1389.6777,83.1055
172.43,"AMA","Left","",105.4939,66.1948,160.4250,119.4126,1961.5965,-51.6544,1389.7123,83.1055
172.47,"","","",106.0754,63.3011,160.3210,119.0951,1980.1634,146.3542,1391.9631,90.0310
172.50,"","","",106.5718,58.4178,160.1900,118.7775,1987.3233,355.8417,1390.1971,90.0310
172.53,"","","",106.7627,52.9920,160.0669,118.4599,1992.0439,565.3291,1387.9117,83.1055
172.57,"","","",106.8250,47.0236,159.9550,118.1423,1997.9555,789.1651,1388.1887,69.2546
172.60,"","","",106.8214,41.2361,159.8319,117.6659,2002.4896,1013.0010,1390.5434,62.3291
172.63,"","","",106.7988,35.6295,159.6914,117.3483,2004.3836,1225.3581,1391.7900,62.3291
172.67,"","","",106.7645,30.3845,159.5818,117.1895,2009.5634,1452.0637,1392.1709,62.3291
172.70,"","","",106.7373,25.5013,159.4754,117.0307,2012.1891,1673.0299,1391.4437,62.3291
172.73,"","","",106.7075,20.7989,159.3849,116.8719,2010.7973,1865.2992,1392.1016,69.2546
172.77,"","","",106.6876,16.2774,159.2746,116.7132,2015.0014,2060.4382,1392.4825,69.2546
172.80,"","","",106.6713,11.7559,159.1610,116.7132,2015.7045,2249.8378,1392.3094,76.1800
172.83,"","","",106.6324,7.7770,159.0372,116.7132,2017.1967,2424.8890,1393.1751,83.1055
172.87,"","","",106.5990,3.9789,158.8887,116.8719,2016.5798,2585.5917,1392.3094,83.1055
172.90,"","","",106.5610,0.3617,158.7720,117.0307,2018.9903,2737.6853,1392.5172,90.0310
172.93,"","","",106.5465,-2.8938,158.6878,116.8719,2020.1095,2872.5608,1392.8634,83.1055
172.97,"","","",106.5293,-5.9684,158.5711,116.7132,2021.0852,2998.8272,1392.8981,76.1800
173.00,"","","",106.5022,-8.6813,158.3940,116.7132,2020.7552,3096.3967,1393.5906,76.1800
173.03,"","","",106.4724,-11.3942,158.2448,116.8719,2022.0752,3182.4874,1393.3828,76.1800
173.07,"","","",106.4480,-13.5645,158.1559,116.8719,2022.8357,3251.3600,1393.4521,83.1055
173.10,"","","",106.4263,-15.5540,158.0304,116.7132,2024.0553,3308.7538,1393.9369,83.1055
173.13,"","","",106.3955,-17.1817,157.9431,116.7132,2023.6966,3346.0598,1392.9327,83.1055
173.17,"","","",106.3602,-18.4477,157.8605,116.3956,2024.1988,3371.8870,1393.1404,90.0310
173.20,"","","",106.3412,-19.5329,157.7652,116.0780,2023.1083,3374.7567,1393.6252,90.0310
173.23,"","","",106.3295,-20.0755,157.6318,115.7604,2025.0310,3369.0173,1393.8330,96.9564
173.27,"","","",106.3159,-20.4372,157.5167,115.4428,2024.0266,3331.7114,1394.0754,103.8819
173.30,"","","",106.3096,-20.4372,157.3738,115.4428,2026.1789,3291.5357,1394.4217,110.8073
173.33,"","","",106.2933,-20.2563,157.2444,115.6016,2024.7010,3216.9237,1394.2139,117.7328
173.37,"","","",106.2725,-19.5329,157.1070,115.9192,2024.7440,3130.8330,1394.2139,124.6583
173.40,"","","",106.2535,-18.6286,156.9871,116.2368,2024.2992,3024.6544,1393.7291,131.5837
173.43,"","","",106.2445,-17.3626,156.8839,116.3956,2026.1789,2904.1274,1394.2485,131.5837
173.47,"","","",106.2436,-15.7348,156.8013,116.3956,2027.5420,2774.9913,1394.1446,138.5092
173.50,"","","",106.2472,-13.9262,156.7299,116.2368,2027.2407,2622.8977,1395.2181,145.4346
173.53,"","","",106.2327,-11.5750,156.6394,115.9192,2027.3841,2450.7162,1395.1488,138.5092
173.57,"","","",106.2137,-8.6813,156.5076,115.7604,2027.9437,2269.9257,1395.0449,138.5092
173.60,"","","",106.2219,-5.6067,156.3702,115.7604,2027.2837,2054.6988,1396.1184,145.4346
173.63,"","","",106.2146,-2.1703,156.2440,115.7604,2027.5707,1827.9932,1394.9064,138.5092
173.67,"","","",106.2002,1.8086,156.1154,116.0780,2026.8533,1575.4604,1395.8067,145.4346
173.70,"","","",106.1758,6.3301,155.9836,116.2368,2026.6524,1299.9701,1395.2527,152.3601
173.73,"","","",106.1495,11.0325,155.8867,116.2368,2027.0828,1024.4797,1394.8718,145.4346
173.77,"","","",106.1315,15.7348,155.7605,116.2368,2027.1402,852.2983,1395.0103,138.5092
173.80,"","","",106.1260,18.0860,155.6199,116.2368,2027.8146,740.3803,1394.9064,138.5092
173.83,"","","",106.1161,18.8095,155.4842,116.2368,2027.6424,645.6805,1394.8026,131.5837
173.87,"","","",106.1079,18.6286,155.3992,116.2368,2027.2120,562.4595,1394.8026,117.7328
173.90,"","","",106.0971,18.0860,155.3000,116.2368,2028.3455,496.4566,1393.9715,96.9564
173.93,"","","",106.0754,17.5434,155.1785,116.0780,2027.5563,441.9324,1394.3524,83.1055
173.97,"","","",106.0727,17.0009,155.1324,115.9192,2025.5188,381.6689,1394.2831,83.1055
174.00,"Oli","Right","",106.0754,16.4583,154.9967,115.7604,2025.2032,335.7539,1393.4867,69.2546
174.03,"","","",106.0537,15.9157,155.0475,114.9664,2025.4328,298.4479,1395.2181,69.2546
174.07,"","","",106.0374,15.3731,155.4977,112.1081,2023.5962,246.7934,1394.9411,62.3291
174.10,"","","",106.0293,15.0114,155.9240,107.3443,2023.7253,209.4874,1392.4133,48.4782
174.13,"","","",106.0021,14.4688,156.0201,102.1042,2023.2374,169.3118,1390.1279,27.7018
174.17,"","","",106.0148,13.9262,155.9851,96.7052,2025.4758,143.4846,1385.6263,-6.9255
174.20,"","","",106.0021,13.5645,155.8756,91.7826,2024.4140,111.9180,1383.5833,-48.4782
174.23,"","","",106.0112,13.2028,155.7771,87.1776,2023.2948,80.3514,1382.1636,-96.9564
174.27,"","","",106.0139,12.6602,155.7096,82.5726,2023.6105,54.5241,1379.9821,-145.4346
174.30,"","","",106.0094,12.1176,155.6199,78.1264,2025.3610,40.1757,1380.2937,-193.9128
174.33,"","","",105.9868,11.7559,155.4905,74.3153,2022.6205,11.4788,1379.5665,-235.4656
174.37,"","","",105.9642,11.3942,155.3841,70.8219,2022.0896,-14.3485,1375.8614,-290.8693
174.40,"","","",105.9533,11.2133,155.2793,67.6460,2020.5112,-43.0454,1375.9653,-346.2729
174.43,"","","",105.9587,10.8516,155.2436,64.4701,2020.0664,-66.0029,1375.7229,-394.7512
174.47,"","","",105.9660,10.4899,155.1475,61.6118,2022.3622,-83.2210,1376.2077,-443.2294
174.50,"","","",105.9623,10.3090,155.0673,58.5948,2021.9461,-100.4392,1376.1038,-484.7821
174.53,"","","",105.9623,10.1282,155.0252,55.7365,2020.1525,-126.2664,1374.5456,-526.3349
174.57,"","","",105.9551,9.9473,154.9331,53.1958,2019.8656,-146.3542,1374.3032,-567.8876
174.60,"","","",105.9307,9.7664,154.7902,51.1315,2019.4638,-169.3118,1374.5456,-602.5149
174.63,"","","",105.9262,9.5856,154.6687,49.3847,2019.3060,-186.5299,1375.2728,-630.2168
174.67,"","","",105.9207,9.4047,154.6267,47.9556,2019.1481,-206.6178,1376.4847,-650.9931
174.70,"","","",105.9217,9.2239,154.5028,47.0028,2019.4925,-223.8359,1377.3504,-664.8440
174.73,"","","",105.8837,9.2239,154.3551,46.5265,2019.4351,-241.0541,1378.0429,-678.6950
174.77,"","","",105.8972,9.0430,154.2646,46.2089,2018.5025,-255.4025,1378.8394,-678.6950
174.80,"","","",105.9009,8.8621,154.2273,46.0501,2020.7839,-255.4025,1379.6012,-678.6950
174.83,"","","",105.8918,8.6813,154.1757,45.7325,2019.9373,-258.2722,1380.9516,-657.9186
174.87,"","","",105.8746,8.5004,154.0844,45.5737,2020.3104,-255.4025,1383.8257,-630.2168
174.90,"","","",105.8502,8.3196,154.0010,45.8913,2019.8082,-252.5328,1382.3021,-609.4404
174.93,"","","",105.8421,8.1387,153.8978,46.5265,2020.4395,-249.6631,1380.6054,-581.7385
174.97,"","","",105.8376,7.9578,153.7874,47.6380,2021.1426,-241.0541,1381.5057,-560.9622
175.00,"","","",105.8466,7.7770,153.7120,49.0672,2019.1768,-241.0541,1381.8866,-526.3349
175.03,"","","",105.8385,7.5961,153.6588,50.6551,2018.7464,-241.0541,1382.6830,-491.7076
175.07,"","","",105.8258,7.5961,153.5890,52.5606,2019.6934,-235.3147,1383.4102,-450.1548
175.10,"","","",105.8140,7.4153,153.5326,54.6249,2019.3347,-229.5753,1384.6221,-401.6766
175.13,"","","",105.8177,7.4153,153.4452,57.1656,2019.5786,-218.0965,1385.3839,-346.2729
175.17,"","","",105.8195,7.2344,153.3666,60.1827,2020.1956,-203.7481,1386.0419,-290.8693
175.20,"","","",105.8041,7.2344,153.2571,63.5174,2018.3733,-195.1390,1386.8729,-235.4656
175.23,"","","",105.7987,7.0535,153.1213,67.1696,2018.0720,-183.6602,1387.4616,-173.1365
175.27,"","","",105.7869,7.0535,153.0213,71.4570,2017.3833,-175.0512,1388.9505,-103.8819
175.30,"","","",105.8032,7.0535,152.9847,75.5857,2017.5698,-169.3118,1388.9852,-34.6273
175.33,"","","",105.7941,6.8727,152.8903,80.0319,2018.1581,-163.5724,1388.1887,27.7018
175.37,"","","",105.7661,6.8727,152.8347,84.3193,2017.2685,-157.8330,1391.0282,110.8073
175.40,"","","",105.7643,6.8727,152.7767,86.5424,2019.8512,-149.2239,1390.8550,193.9128
175.43,"","","",105.7562,6.8727,152.6719,87.0188,2017.6989,-149.2239,1392.2055,270.0929
175.47,"","","",105.7480,7.0535,152.6148,86.7012,2019.0907,-140.6149,1392.6903,339.3475
175.50,"","","",105.7498,7.0535,152.5290,86.2248,2016.1493,-137.7452,1392.4133,394.7512
175.53,"","","",105.7670,6.8727,152.4456,85.7484,2016.6228,-132.0058,1393.5560,443.2294
175.57,"","","",105.7236,6.8727,152.3710,85.2721,2019.4351,-120.5270,1393.8330,484.7821
175.60,"","","",105.6847,7.0535,152.3067,84.7957,2016.8954,-114.7876,1394.3870,512.4840
175.63,"","","",105.6739,7.0535,152.1749,84.4781,2016.1493,-106.1786,1396.2223,554.0367
175.67,"","","",105.6802,7.2344,152.0709,84.3193,2017.2398,-100.4392,1396.5339,581.7385
175.70,"","","",105.6856,7.2344,151.9883,84.3193,2016.5941,-97.5695,1397.1226,602.5149
175.73,"","","",105.6965,7.4153,151.9240,84.1605,2015.8480,-106.1786,1399.2695,623.2913
175.77,"","","",105.7218,7.2344,151.8216,84.0017,2015.1736,-114.7876,1397.9536,637.1422
175.80,"","","",105.7110,7.0535,151.7438,83.8429,2016.1780,-109.0483,1398.9232,650.9931
175.83,"","","",105.6811,7.0535,151.7152,83.5253,2015.3745,-109.0483,1399.5811,657.9186
175.87,"","","",105.6920,6.8727,151.6326,82.8902,2014.1692,-117.6573,1399.6504,657.9186
175.90,"","","",105.7064,6.6918,151.5627,82.4138,2013.4231,-132.0058,1399.2002,650.9931
175.93,"","","",105.6892,6.5110,151.4754,81.9374,2013.0644,-143.4846,1399.6850,644.0677
175.97,"","","",105.6449,6.5110,151.4135,81.7786,2014.3271,-152.0936,1399.6158,630.2168
176.00,"","","",105.6350,6.5110,151.3579,81.1434,2014.7001,-160.7027,1399.7543,623.2913
176.03,"","","",105.6440,6.5110,151.2523,80.9846,2010.8691,-177.9208,1402.6283,623.2913
176.07,"","","",105.6368,6.5110,151.1793,80.8258,2013.2509,-186.5299,1402.0743,616.3658
176.10,"","","",105.6232,6.5110,151.0911,80.9846,2012.2465,-203.7481,1403.6325,616.3658
176.13,"","","",105.5934,6.5110,151.0300,80.6671,2012.1604,-206.6178,1404.1519,616.3658
176.17,"","","",105.5780,6.5110,150.9427,80.5083,2011.8735,-215.2268,1403.7364,609.4404
176.20,"","","",105.5762,6.6918,150.8355,80.3495,2012.6339,-218.0965,1405.8833,623.2913
176.23,"","","",105.5681,6.8727,150.7481,80.1907,2012.0170,-220.9662,1405.8833,630.2168
176.27,"","","",105.5635,6.8727,150.6346,80.3495,2013.3514,-218.0965,1406.1949,623.2913
176.30,"","","",105.5572,7.0535,150.5925,80.3495,2011.8161,-215.2268,1407.4069,616.3658
176.33,"","","",105.5645,7.0535,150.5417,80.3495,2011.4287,-220.9662,1407.8224,616.3658
176.37,"","","",105.5482,7.2344,150.4409,80.1907,2010.0512,-229.5753,1409.4153,609.4404
176.40,"","","",105.5301,7.2344,150.3647,80.0319,2011.0413,-232.4450,1408.2726,602.5149
176.43,"","","",105.5192,7.4153,150.3670,79.5555,2011.8017,-229.5753,1408.6535,595.5895
176.47,"","","",105.5165,7.5961,150.3250,78.9203,2007.8416,-241.0541,1409.7269,595.5895
176.50,"","","",105.5229,7.5961,150.2789,78.1264,2007.1959,-249.6631,1409.8654,588.6640
176.53,"","","",105.5364,7.4153,150.1924,77.4912,2010.2234,-249.6631,1410.3156,581.7385
176.57,"","","",105.5265,7.4153,150.0415,77.4912,2009.6208,-252.5328,1410.1078,574.8131
176.60,"","","",105.5210,7.4153,149.9804,77.3324,2008.1429,-264.0116,1411.2851,574.8131
176.63,"","","",105.5156,7.2344,149.9208,77.0148,2009.6782,-264.0116,1411.9777,567.8876
176.67,"","","",105.4966,7.2344,149.8248,77.0148,2006.6076,-275.4903,1411.7699,554.0367
176.70,"","","",105.4704,7.2344,149.7207,76.8560,2009.3051,-275.4903,1412.4278,554.0367
176.73,"","","",105.4487,7.4153,149.6556,76.5384,2008.9320,-266.8813,1413.9168,547.1112
176.77,"","","",105.4514,7.4153,149.5866,76.3796,2008.9320,-261.1419,1413.2935,547.1112
176.80,"","","",105.4388,7.5961,149.5135,76.0620,2008.6307,-252.5328,1413.1204,540.1858
176.83,"","","",105.4261,7.5961,149.4516,75.9032,2008.8316,-252.5328,1414.5055,533.2603
176.87,"","","",105.4415,7.5961,149.4055,75.4269,2008.6307,-249.6631,1415.2327,526.3349
176.90,"","","",105.4406,7.5961,149.3047,75.1093,2007.5402,-238.1844,1415.2327,526.3349
176.93,"","","",105.4369,7.5961,149.2078,74.9505,2005.2732,-243.9237,1415.9598,519.4094
176.97,"","","",105.4388,7.7770,149.1284,74.7917,2008.8029,-235.3147,1415.1634,512.4840
177.00,"","","",105.4288,7.7770,149.0498,74.9505,2008.5303,-223.8359,1415.1288,505.5585
177.03,"","","",105.4116,7.9578,148.9585,75.1093,2008.5446,-212.3571,1417.4488,505.5585
177.07,"","","",105.4089,7.9578,148.9411,74.9505,2006.0193,-212.3571,1417.4488,505.5585
177.10,"","","",105.4125,7.7770,148.8720,74.9505,2006.8228,-209.4874,1419.8727,512.4840
177.13,"","","",105.4152,7.4153,148.7982,74.9505,2007.0380,-198.0087,1420.9462,519.4094
177.17,"","","",105.3926,7.4153,148.7783,74.4741,2004.6705,-200.8784,1420.8769,526.3349
177.20,"","","",105.3691,7.4153,148.7203,74.1565,2004.5414,-203.7481,1420.7730,526.3349
177.23,"","","",105.3637,7.2344,148.5981,73.9977,2005.2732,-206.6178,1421.9850,526.3349
177.27,"","","",105.3664,7.0535,148.5068,73.8389,2004.5127,-212.3571,1422.9892,526.3349
177.30,"","","",105.3402,7.0535,148.4710,73.5213,2005.2014,-206.6178,1423.1969,526.3349
177.33,"","","",105.3203,7.0535,148.4520,72.8862,2006.4928,-195.1390,1423.9934,519.4094
177.37,"","","",105.3357,7.0535,148.3789,72.5686,2005.8471,-198.0087,1423.4047,526.3349
177.40,"","","",105.3239,6.8727,148.2892,72.0922,2006.2919,-192.2693,1423.1277,519.4094
177.43,"","","",105.3257,6.8727,148.2138,71.7746,2003.5657,-195.1390,1423.5778,512.4840
177.47,"","","",105.3221,6.8727,148.1296,71.4570,2005.1584,-192.2693,1424.7552,512.4840
177.50,"","","",105.3067,6.8727,148.0614,71.2982,2004.1253,-195.1390,1425.2053,512.4840
177.53,"","","",105.2977,7.0535,148.0058,71.1394,2002.6905,-195.1390,1425.6901,512.4840
177.57,"","","",105.2959,7.0535,147.9454,70.9807,2003.3218,-195.1390,1424.7552,512.4840
177.60,"","","",105.2986,7.0535,147.8819,70.9807,2002.6474,-192.2693,1427.1098,512.4840
177.63,"","","",105.3140,6.8727,147.8216,70.8219,2002.4609,-192.2693,1425.4823,505.5585
177.67,"","","",105.3067,6.8727,147.7763,70.5043,2002.8626,-189.3996,1426.2441,505.5585
177.70,"","","",105.2868,6.6918,147.7152,70.3455,2004.0823,-186.5299,1426.3480,505.5585
177.73,"","","",105.2561,6.8727,147.5786,70.3455,2004.7853,-177.9208,1426.7635,498.6330
177.77,"","","",105.2516,6.8727,147.5072,70.1867,2003.3792,-169.3118,1427.8024,498.6330
177.80,"","","",105.2335,7.0535,147.4691,69.7103,2003.2357,-175.0512,1428.4949,498.6330
177.83,"","","",105.2271,7.0535,147.4135,69.0751,2002.8770,-183.6602,1429.0490,491.7076
177.87,"","","",105.2425,7.0535,147.3373,68.5988,2002.1739,-180.7905,1427.6985,484.7821
177.90,"","","",105.2299,7.0535,147.2737,68.4400,2004.0536,-175.0512,1428.9797,477.8567
177.93,"","","",105.2073,6.8727,147.2372,67.9636,2002.9487,-175.0512,1427.0752,464.0057
177.97,"","","",105.2082,6.8727,147.1562,67.6460,2002.4322,-172.1815,1427.9755,450.1548
178.00,"","","",105.2009,6.8727,147.0872,67.3284,2001.6430,-180.7905,1430.0878,443.2294
178.03,"","","",105.1792,7.0535,146.9855,67.3284,2003.6375,-172.1815,1430.3994,436.3039
178.07,"","","",105.1738,7.0535,146.8863,67.3284,2001.1839,-172.1815,1430.8842,436.3039
178.10,"","","",105.1783,7.2344,146.8498,67.3284,2000.7821,-172.1815,1431.4729,429.3784
178.13,"","","",105.1720,7.2344,146.7910,67.3284,2000.8108,-172.1815,1432.7541,422.4530
178.17,"","","",105.1666,7.4153,146.7164,67.1696,1999.7921,-172.1815,1432.9965,422.4530
178.20,"","","",105.1512,7.4153,146.6632,67.0108,2000.0073,-172.1815,1433.8968,422.4530
178.23,"","","",105.1756,7.4153,146.5790,67.0108,2000.4377,-172.1815,1433.1003,415.5275
178.27,"","","",105.1720,7.2344,146.4933,67.1696,2001.1552,-177.9208,1432.7194,408.6021
178.30,"","","",105.1503,7.2344,146.4258,67.3284,2000.3086,-172.1815,1433.2389,394.7512
178.33,"","","",105.1367,7.2344,146.3774,67.4872,1998.3142,-175.0512,1433.4120,380.9002
178.37,"","","",105.1204,7.2344,146.2860,67.9636,2000.2799,-166.4421,1432.8926,367.0493
178.40,"","","",105.1060,7.2344,146.2186,68.1224,1999.1894,-169.3118,1432.9965,353.1984
178.43,"","","",105.0996,7.2344,146.1868,68.1224,1998.7733,-169.3118,1432.0269,339.3475
178.47,"","","",105.0797,7.2344,146.0550,68.4400,1999.0029,-169.3118,1433.3774,332.4220
178.50,"AMA","Right","",105.0743,7.2344,146.0344,68.4400,1999.0746,-172.1815,1430.9188,318.5711
178.53,"","","",105.0644,7.4153,146.1884,67.4872,1999.5338,-175.0512,1432.9965,304.7202
178.57,"","","",105.0499,7.4153,146.8093,64.3113,1998.3142,-180.7905,1439.8873,325.4966
178.60,"","","",105.0553,7.4153,147.2356,59.5475,1996.0615,-192.2693,1445.9471,360.1239
178.63,"","","",105.0526,7.5961,147.3682,54.3073,1998.4720,-192.2693,1453.2188,422.4530
178.67,"","","",105.0400,7.7770,147.3698,48.7496,1999.1607,-183.6602,1460.6637,512.4840
178.70,"","","",105.0445,7.7770,147.3460,43.5094,1999.8064,-175.0512,1468.1432,616.3658
178.73,"","","",105.0454,7.7770,147.3293,38.4280,1998.2855,-169.3118,1474.4800,734.0986
178.77,"","","",105.0318,7.7770,147.3261,33.5054,1997.2811,-175.0512,1480.8514,865.6824
178.80,"","","",105.0119,7.7770,147.3055,28.7416,1997.5537,-172.1815,1486.7380,1018.0424
178.83,"","","",104.9920,7.9578,147.2904,24.1366,1997.2811,-172.1815,1490.8240,1170.4025
178.87,"","","",104.9568,8.1387,147.2864,19.6904,1998.9168,-172.1815,1497.8188,1343.5390
178.90,"","","",104.9432,8.3196,147.2658,15.4030,1996.9654,-175.0512,1501.4546,1509.7500
178.93,"","","",104.9468,8.5004,147.2666,11.1155,1995.9323,-183.6602,1504.5365,1675.9610
178.97,"","","",104.9613,8.3196,147.2801,6.9869,1995.6741,-192.2693,1508.6225,1842.1720
179.00,"","","",104.9776,8.1387,147.2642,3.0171,1998.2711,-189.3996,1509.6613,2001.4576
179.03,"","","",104.9595,8.1387,147.2150,-0.6352,1996.6498,-186.5299,1514.7515,2160.7432
179.07,"","","",104.9531,8.1387,147.1546,-3.6522,1996.7072,-177.9208,1516.1020,2313.1032
179.10,"","","",104.9287,8.1387,147.1626,-6.5105,1997.6398,-172.1815,1517.7641,2458.5379
179.13,"","","",104.9269,8.1387,147.1546,-9.2100,1997.6541,-163.5724,1519.5647,2590.1216
179.17,"","","",104.9287,8.3196,147.1205,-11.7507,1995.1288,-166.4421,1520.9498,2721.7053
179.20,"","","",104.9287,8.1387,147.0792,-13.8150,1997.1376,-163.5724,1523.3391,2832.5127
179.23,"","","",104.9134,8.1387,147.0737,-15.7205,1994.6984,-157.8330,1525.0704,2936.3945
179.27,"","","",104.8971,8.1387,147.0221,-17.3085,1997.0085,-149.2239,1527.5636,3026.4255
179.30,"","","",104.8835,8.1387,146.9808,-18.4200,1995.1719,-149.2239,1527.4943,3102.6056
179.33,"","","",104.8618,8.3196,147.0292,-19.5316,1993.5361,-154.9633,1529.1218,3171.8601
179.37,"","","",104.8437,8.5004,147.0514,-20.3256,1994.1101,-149.2239,1530.0914,3227.2638
179.40,"","","",104.8410,8.5004,146.9919,-20.4843,1992.7757,-154.9633,1530.8878,3268.8166
179.43,"","","",104.8501,8.5004,146.9649,-20.3256,1992.9335,-163.5724,1531.2687,3289.5929
179.47,"","","",104.8238,8.6813,146.9776,-20.1668,1994.2679,-163.5724,1530.8532,3303.4439
179.50,"","","",104.8148,8.6813,146.9792,-19.5316,1993.9666,-166.4421,1532.3768,3303.4439
179.53,"","","",104.8329,8.6813,146.9617,-18.5788,1993.8518,-169.3118,1531.4419,3282.6675
179.57,"","","",104.8265,8.5004,146.9387,-17.1497,1993.1918,-172.1815,1534.5929,3254.9656
179.60,"","","",104.8202,8.3196,146.9371,-15.4030,1994.8419,-163.5724,1533.8658,3199.5620
